Collisions,Der,Energy,Exp,Nodes,PathLoss,PktSent
97,0.9453828828828827,13.263224831999988,7,500,8,1776
77,0.9606339468302658,14.607470591999993,7,550,8,1956
103,0.9518466573165032,15.974120448000017,7,600,8,2139
139,0.9401635815755488,17.34823833600002,7,650,8,2323
154,0.9386942675159236,18.75969638400002,7,700,8,2512
218,0.9186263531168346,20.006857728000032,7,750,8,2679
184,0.9355290819901892,21.313763328000007,7,800,8,2854
246,0.9189189189189192,22.658009088000032,7,850,8,3034
296,0.9091188210009212,24.32338022400004,7,900,8,3257
302,0.911901983663944,25.60041369600005,7,950,8,3428
9,0.9873772791023844,5.324706815999995,7,200,3,713
9,0.9873772791023844,5.324706815999995,7,200,6,713
9,0.9873772791023844,5.324706815999995,7,200,3,713
9,0.9873772791023843,5.324706815999995,7,200,6,713
